ordernumber,quantityordered,priceeach,sales,orderdate,status,month_id,year_id,productline,customername,addressline1,city,state,country,territory,dealsize
10105,41,70.67,2897.47,2003-02-11,Shipped,2,2003,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Small
10119,25,76.67,1916.75,2003-04-28,Shipped,4,2003,Ships,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10129,31,60.0,1860.0,2003-06-12,Shipped,6,2003,Ships,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Small
10142,41,64.0,2624.0,2003-08-08,Shipped,8,2003,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10153,43,64.67,2780.81,2003-09-28,Shipped,9,2003,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10177,24,76.0,1824.0,2003-11-07,Shipped,11,2003,Ships,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Small
10185,21,54.0,1134.0,2003-11-14,Shipped,11,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10197,23,64.67,1487.41,2003-11-26,Shipped,11,2003,Ships,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Small
10208,38,74.67,2837.46,2004-01-02,Shipped,1,2004,Ships,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10222,31,62.67,1942.77,2004-02-19,Shipped,2,2004,Ships,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Small
10233,36,70.67,2544.12,2004-03-29,Shipped,3,2004,Ships,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,USA,NAM,Small
10261,34,62.0,2108.0,2004-06-17,Shipped,6,2004,Ships,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Small
10273,21,65.34,1372.14,2004-07-21,Shipped,7,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10283,45,78.67,3540.15,2004-08-20,Shipped,8,2004,Ships,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Medium
10295,26,75.34,1958.84,2004-09-10,Shipped,9,2004,Ships,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Small
10306,50,54.0,2700.0,2004-10-14,Shipped,10,2004,Ships,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Small
10315,41,62.0,2542.0,2004-10-29,Shipped,10,2004,Ships,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10326,39,60.0,2340.0,2004-11-09,Shipped,11,2004,Ships,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,,Sweden,EMEA,Small
10339,22,100.0,2816.44,2004-11-23,Shipped,11,2004,Ships,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Small
10350,46,76.67,3526.82,2004-12-02,Shipped,12,2004,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10373,44,100.0,4627.92,2005-01-31,Shipped,1,2005,Ships,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Medium
10385,25,77.34,1933.5,2005-02-28,Shipped,2,2005,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10396,39,66.67,2600.13,2005-03-23,Shipped,3,2005,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10106,31,100.0,3312.97,2003-02-17,Shipped,2,2003,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10120,47,82.21,3863.87,2003-04-29,Shipped,4,2003,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10133,24,77.64,1863.36,2003-06-27,Shipped,6,2003,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10143,36,100.0,3945.96,2003-08-10,Shipped,8,2003,Planes,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Medium
10156,48,100.0,4954.08,2003-10-08,Shipped,10,2003,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10168,28,98.65,2762.2,2003-10-28,Shipped,10,2003,Planes,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Small
10199,48,83.12,3989.76,2003-12-01,Shipped,12,2003,Planes,West Coast Collectables Co.,3675 Furth Circle,Burbank,CA,USA,NAM,Medium
10210,21,78.55,1649.55,2004-01-12,Shipped,1,2004,Planes,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10223,25,100.0,2534.75,2004-02-20,Shipped,2,2004,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10235,25,100.0,2580.25,2004-04-02,Shipped,4,2004,Planes,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10250,31,91.34,2831.54,2004-05-11,Shipped,5,2004,Planes,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Small
10275,32,89.51,2864.32,2004-07-23,Shipped,7,2004,Planes,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Small
10284,24,83.12,1994.88,2004-08-21,Shipped,8,2004,Planes,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Small
10296,42,100.0,4296.6,2004-09-15,Shipped,9,2004,Planes,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,,Germany,EMEA,Medium
10308,21,100.0,2224.95,2004-10-15,Shipped,10,2004,Planes,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Small
10316,34,82.21,2795.14,2004-11-01,Shipped,11,2004,Planes,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10328,27,100.0,2762.1,2004-11-12,Shipped,11,2004,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Small
10340,30,88.6,2658.0,2004-11-24,Shipped,11,2004,Planes,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Small
10353,39,100.0,5043.87,2004-12-04,Shipped,12,2004,Planes,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Medium
10361,20,60.54,1210.8,2004-12-17,Shipped,12,2004,Planes,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10375,37,81.87,3029.19,2005-02-03,Shipped,2,2005,Planes,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10388,46,100.0,10066.6,2005-03-03,Shipped,3,2005,Planes,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Large
10398,47,87.69,4121.43,2005-03-30,Shipped,3,2005,Planes,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10416,23,91.34,2100.82,2005-05-10,Shipped,5,2005,Planes,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10105,29,70.15,2034.35,2003-02-11,Shipped,2,2003,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Small
10117,38,79.68,3027.84,2003-04-16,Shipped,4,2003,Ships,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Medium
10128,32,97.0,3104.0,2003-06-06,Shipped,6,2003,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10142,43,84.01,3612.43,2003-08-08,Shipped,8,2003,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10153,31,87.48,2711.88,2003-09-28,Shipped,9,2003,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10166,29,100.0,3013.97,2003-10-21,Shipped,10,2003,Ships,FunGiftIdeas.com,1785 First Street,New Bedford,MA,USA,NAM,Medium
10177,31,88.34,2738.54,2003-11-07,Shipped,11,2003,Ships,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Small
10185,30,94.4,2832.0,2003-11-14,Shipped,11,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10196,50,94.4,4720.0,2003-11-26,Shipped,11,2003,Ships,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10208,40,80.55,3222.0,2004-01-02,Shipped,1,2004,Ships,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10221,23,97.0,2231.0,2004-02-18,Shipped,2,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10232,26,88.34,2296.84,2004-03-20,Shipped,3,2004,Ships,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10273,21,100.0,2146.2,2004-07-21,Shipped,7,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10282,43,86.61,3724.23,2004-08-20,Shipped,8,2004,Ships,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10293,29,71.89,2084.81,2004-09-09,Shipped,9,2004,Ships,Amica Models & Co.,Via Monte Bianco 34,Torino,,Italy,EMEA,Small
10306,38,91.81,3488.78,2004-10-14,Shipped,10,2004,Ships,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10314,23,76.22,1753.06,2004-10-22,Shipped,10,2004,Ships,Heintze Collectables,Smagsloget 45,Aaarhus,,Denmark,EMEA,Small
10327,20,100.0,3469.2,2004-11-10,Resolved,11,2004,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Medium
10337,36,70.3,2530.8,2004-11-21,Shipped,11,2004,Ships,Classic Legends Inc.,5905 Pompton St.,NYC,NY,USA,NAM,Small
10350,28,100.0,2924.32,2004-12-02,Shipped,12,2004,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10372,44,100.0,4496.8,2005-01-26,Shipped,1,2005,Ships,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10384,49,100.0,6397.44,2005-02-23,Shipped,2,2005,Ships,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,CA,USA,NAM,Medium
10397,32,80.55,2577.6,2005-03-28,Shipped,3,2005,Ships,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Small
10106,30,100.0,3177.3,2003-02-17,Shipped,2,2003,Ships,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10119,29,94.14,2730.06,2003-04-28,Shipped,4,2003,Ships,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10131,22,85.99,1891.78,2003-06-16,Shipped,6,2003,Ships,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Small
10143,26,100.0,2612.48,2003-08-10,Shipped,8,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10155,32,91.43,2925.76,2003-10-06,Shipped,10,2003,Ships,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Small
10178,34,96.86,3293.24,2003-11-08,Shipped,11,2003,Ships,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Medium
10186,24,99.57,2389.68,2003-11-14,Shipped,11,2003,Ships,"Double Decker Gift Stores, Ltd",120 Hanover Sq.,London,,UK,EMEA,Small
10197,24,90.52,2172.48,2003-11-26,Shipped,11,2003,Ships,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Small
10209,33,88.71,2927.43,2004-01-09,Shipped,1,2004,Ships,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.,Los Angeles,CA,USA,NAM,Small
10222,26,100.0,2659.54,2004-02-19,Shipped,2,2004,Ships,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Small
10249,40,95.95,3838.0,2004-05-08,Shipped,5,2004,Ships,Cambridge Collectables Co.,4658 Baden Av.,Cambridge,MA,USA,NAM,Medium
10274,24,90.52,2172.48,2004-07-21,Shipped,7,2004,Ships,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,MA,USA,NAM,Small
10283,20,94.14,1882.8,2004-08-20,Shipped,8,2004,Ships,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Small
10296,34,100.0,3477.86,2004-09-15,Shipped,9,2004,Ships,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,,Germany,EMEA,Medium
10307,34,97.76,3323.84,2004-10-14,Shipped,10,2004,Ships,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Medium
10316,45,93.24,4195.8,2004-11-01,Shipped,11,2004,Ships,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Medium
10328,41,100.0,4156.58,2004-11-12,Shipped,11,2004,Ships,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10339,55,71.25,3918.75,2004-11-23,Shipped,11,2004,Ships,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10352,23,100.0,2352.67,2004-12-03,Shipped,12,2004,Ships,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,MA,USA,NAM,Small
10361,24,45.39,1089.36,2004-12-17,Shipped,12,2004,Ships,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10373,32,84.41,2701.12,2005-01-31,Shipped,1,2005,Ships,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Small
10386,29,85.76,2487.04,2005-03-01,Resolved,3,2005,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10398,36,100.0,3910.32,2005-03-30,Shipped,3,2005,Ships,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Medium
10400,46,87.8,4038.8,2005-04-01,Shipped,4,2005,Ships,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Medium
10415,32,95.95,3070.4,2005-05-09,Disputed,5,2005,Ships,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Victoria,Australia,APAC,Medium
10106,34,100.0,3763.46,2003-02-17,Shipped,2,2003,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10120,24,100.0,2584.8,2003-04-29,Shipped,4,2003,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Small
10131,40,100.0,4427.6,2003-06-16,Shipped,6,2003,Planes,Gift Ideas Corp.,2440 Pompton St.,Glendale,CT,USA,NAM,Medium
10143,26,82.77,2152.02,2003-08-10,Shipped,8,2003,Planes,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10155,20,100.0,2353.4,2003-10-06,Shipped,10,2003,Planes,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,,Finland,EMEA,Small
10168,31,100.0,3431.39,2003-10-28,Shipped,10,2003,Planes,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10178,22,87.75,1930.5,2003-11-08,Shipped,11,2003,Planes,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Small
10198,42,100.0,4774.56,2003-11-27,Shipped,11,2003,Planes,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,,Philippines,Japan,Medium
10210,26,99.72,2592.72,2004-01-12,Shipped,1,2004,Planes,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,Japan,Japan,Small
10222,37,87.75,3246.75,2004-02-19,Shipped,2,2004,Planes,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Medium
10235,38,88.75,3372.5,2004-04-02,Shipped,4,2004,Planes,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Medium
10250,35,100.0,3909.15,2004-05-11,Shipped,5,2004,Planes,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,CA,USA,NAM,Medium
10275,39,100.0,4472.52,2004-07-23,Shipped,7,2004,Planes,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10284,45,100.0,4576.95,2004-08-21,Shipped,8,2004,Planes,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,,Norway,EMEA,Medium
10296,24,100.0,2441.04,2004-09-15,Shipped,9,2004,Planes,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,,Germany,EMEA,Small
10308,35,88.75,3106.25,2004-10-15,Shipped,10,2004,Planes,Mini Classics,3758 North Pendale Street,White Plains,NY,USA,NAM,Medium
10316,23,100.0,2706.41,2004-11-01,Shipped,11,2004,Planes,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Small
10328,37,100.0,4021.53,2004-11-12,Shipped,11,2004,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10340,55,87.75,4826.25,2004-11-24,Shipped,11,2004,Planes,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Medium
10352,49,100.0,4935.28,2004-12-03,Shipped,12,2004,Planes,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,MA,USA,NAM,Medium
10361,26,100.0,2754.7,2004-12-17,Shipped,12,2004,Planes,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Small
10375,33,100.0,3856.71,2005-02-03,Shipped,2,2005,Planes,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,,France,EMEA,Medium
10386,37,83.84,3102.08,2005-03-01,Resolved,3,2005,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10398,22,86.76,1908.72,2005-03-30,Shipped,3,2005,Planes,Reims Collectables,59 rue de l'Abbaye,Reims,,France,EMEA,Small
10416,22,100.0,2457.18,2005-05-10,Shipped,5,2005,Planes,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,,Italy,EMEA,Small
10105,31,65.77,2038.87,2003-02-11,Shipped,2,2003,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Small
10119,38,65.77,2499.26,2003-04-28,Shipped,4,2003,Ships,Salzburg Collectables,Geislweg 14,Salzburg,,Austria,EMEA,Small
10129,45,85.29,3838.05,2003-06-12,Shipped,6,2003,Ships,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Medium
10143,31,85.29,2643.99,2003-08-10,Shipped,8,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10154,36,64.33,2315.88,2003-10-02,Shipped,10,2003,Ships,Boards & Toys Co.,4097 Douglas Av.,Glendale,CA,USA,NAM,Small
10177,32,76.62,2451.84,2003-11-07,Shipped,11,2003,Ships,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,,Spain,EMEA,Small
10185,39,57.82,2254.98,2003-11-14,Shipped,11,2003,Ships,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,MA,USA,NAM,Small
10197,50,78.79,3939.5,2003-11-26,Shipped,11,2003,Ships,Enaco Distributors,"Rambla de Catalu¤a, 23",Barcelona,,Spain,EMEA,Medium
10208,46,74.45,3424.7,2004-01-02,Shipped,1,2004,Ships,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Medium
10222,36,80.95,2914.2,2004-02-19,Shipped,2,2004,Ships,Collectable Mini Designs Co.,361 Furth Circle,San Diego,CA,USA,NAM,Small
10233,29,82.4,2389.6,2004-03-29,Shipped,3,2004,Ships,Tekni Collectables Inc.,7476 Moss Rd.,Newark,NJ,USA,NAM,Small
10261,44,68.67,3021.48,2004-06-17,Shipped,6,2004,Ships,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10273,42,62.16,2610.72,2004-07-21,Shipped,7,2004,Ships,Petit Auto,Rue Joseph-Bens 532,Bruxelles,,Belgium,EMEA,Small
10283,47,65.77,3091.19,2004-08-20,Shipped,8,2004,Ships,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,BC,Canada,NAM,Medium
10295,44,58.55,2576.2,2004-09-10,Shipped,9,2004,Ships,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,MA,USA,NAM,Small
10306,43,75.17,3232.31,2004-10-14,Shipped,10,2004,Ships,"AV Stores, Co.",Fauntleroy Circus,Manchester,,UK,EMEA,Medium
10316,48,74.45,3573.6,2004-11-01,Shipped,11,2004,Ships,giftsbymail.co.uk,Garden House Crowther Way,Cowes,Isle of Wight,UK,EMEA,Medium
10327,21,96.31,2022.51,2004-11-10,Resolved,11,2004,Ships,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,,Denmark,EMEA,Small
10339,50,74.35,3717.5,2004-11-23,Shipped,11,2004,Ships,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10350,29,75.35,2185.15,2004-12-02,Shipped,12,2004,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10373,41,70.33,2883.53,2005-01-31,Shipped,1,2005,Ships,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,,Finland,EMEA,Small
10386,37,100.0,5017.57,2005-03-01,Resolved,3,2005,Ships,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10397,22,66.5,1463.0,2005-03-28,Shipped,3,2005,Ships,Alpha Cognac,1 rue Alsace-Lorraine,Toulouse,,France,EMEA,Small
10103,42,100.0,4460.82,2003-01-29,Shipped,1,2003,Classic Cars,Baane Mini Imports,Erling Skakkes gate 78,Stavern,,Norway,EMEA,Medium
10114,42,100.0,4758.18,2003-04-01,Shipped,4,2003,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Medium
10126,45,100.0,4597.2,2003-05-28,Shipped,5,2003,Classic Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Medium
10140,36,100.0,4114.8,2003-07-24,Shipped,7,2003,Classic Cars,Technics Stores Inc.,9408 Furth Circle,Burlingame,CA,USA,NAM,Medium
10150,20,100.0,2104.0,2003-09-19,Shipped,9,2003,Classic Cars,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,Singapore,Japan,Small
10164,39,81.93,3195.27,2003-10-21,Resolved,10,2003,Classic Cars,Mini Auto Werke,Kirchgasse 6,Graz,,Austria,EMEA,Medium
10175,42,85.98,3611.16,2003-11-06,Shipped,11,2003,Classic Cars,"Stylish Desk Decors, Co.",35 King George,London,,UK,EMEA,Medium
10183,23,86.99,2000.77,2003-11-13,Shipped,11,2003,Classic Cars,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,PA,USA,NAM,Small
10194,26,89.01,2314.26,2003-11-25,Shipped,11,2003,Classic Cars,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,,France,EMEA,Small
10206,33,100.0,3871.89,2003-12-05,Shipped,12,2003,Classic Cars,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Medium
10217,31,88.0,2728.0,2004-02-04,Shipped,2,2004,Classic Cars,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,,Singapore,APAC,Small
10229,50,100.0,5614.0,2004-03-11,Shipped,3,2004,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10245,44,100.0,4628.8,2004-05-04,Shipped,5,2004,Classic Cars,Super Scale Inc.,567 North Pendale Street,New Haven,CT,USA,NAM,Medium
10258,45,80.92,3641.4,2004-06-15,Shipped,6,2004,Classic Cars,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Tokyo,Japan,Japan,Medium
10270,46,88.0,4048.0,2004-07-19,Shipped,7,2004,Classic Cars,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,Australia,APAC,Medium
10281,27,85.98,2321.46,2004-08-19,Shipped,8,2004,Classic Cars,Diecast Classics Inc.,7586 Pompton St.,Allentown,PA,USA,NAM,Small
10291,28,100.0,3256.96,2004-09-08,Shipped,9,2004,Classic Cars,Scandinavian Gift Ideas,?kergatan 24,Boras,,Sweden,EMEA,Medium
10304,40,100.0,4208.0,2004-10-11,Shipped,10,2004,Classic Cars,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,,France,EMEA,Medium
10313,30,99.13,2973.9,2004-10-22,Shipped,10,2004,Classic Cars,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,BC,Canada,NAM,Small
10324,34,100.0,4248.3,2004-11-05,Shipped,11,2004,Classic Cars,Vitachrome Inc.,2678 Kingston Rd.,NYC,NY,USA,NAM,Medium
10336,46,100.0,9558.8,2004-11-20,Shipped,11,2004,Classic Cars,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,,France,EMEA,Large
10348,32,82.83,2650.56,2004-11-01,Shipped,11,2004,Classic Cars,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,,Spain,EMEA,Small
10358,27,100.0,3761.37,2004-12-10,Shipped,12,2004,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10371,34,100.0,4301.34,2005-01-23,Shipped,1,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Medium
10382,34,54.84,1864.56,2005-02-17,Shipped,2,2005,Classic Cars,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,CA,USA,NAM,Small
10411,34,100.0,3576.8,2005-05-01,Shipped,5,2005,Classic Cars,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Quebec,Canada,NAM,Medium
10424,46,80.92,3722.32,2005-05-31,In Process,5,2005,Classic Cars,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Medium
10106,32,100.0,3986.56,2003-02-17,Shipped,2,2003,Planes,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,,Italy,EMEA,Medium
10120,24,100.0,3417.12,2003-04-29,Shipped,4,2003,Planes,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Victoria,Australia,APAC,Medium
10133,27,99.67,2691.09,2003-06-27,Shipped,6,2003,Planes,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,,Spain,EMEA,Small
10145,20,100.0,2752.6,2003-08-25,Shipped,8,2003,Planes,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,CA,USA,NAM,Small
